Applied,Marks,NextMarks
0,87,98
0,82,92
0,73,76
0,81,94
0,61,76
0,77,97
0,50,98
1,97,98
0,72,90
0,78,87
1,97,97
0,83,89
0,50,82
0,83,97
0,91,98
0,85,91
1,66,97
0,68,82
0,61,64
0,66,78
0,62,89
0,57,84
0,62,86
1,95,95
0,59,68
0,68,91
0,78,86
0,77,98
0,76,79
0,68,92
0,61,88
0,55,75
0,50,70
1,65,84
0,54,83
0,57,59
1,92,98
1,99,99
0,84,93
0,88,98
0,75,87
0,78,89
0,61,66
0,97,99
1,82,88
0,69,88
0,84,90
0,76,98
0,77,90
1,93,97
0,67,98
0,57,99
0,88,97
0,56,87
0,75,81
1,82,84
0,74,92
0,52,75
1,57,58
0,73,77
1,87,89
1,98,99
0,56,78
0,68,87
0,57,98
1,72,74
1,63,68
0,50,89
0,84,92
0,84,92
0,76,95
1,54,54
0,93,98
1,96,97
0,70,87
0,84,96
1,85,94
1,97,97
0,90,92
0,55,59
1,89,89
0,79,90
1,97,97
1,52,66
1,51,53
0,83,99
1,99,99
0,58,90
0,72,89
0,51,66
0,57,89
0,77,99
0,60,98
0,82,92
0,88,96
1,82,82
0,76,96
0,85,90
0,55,61
0,87,97
0,88,98
0,91,96
0,67,78
0,80,94
1,69,79
1,94,97
1,83,85
0,59,95
1,80,85
0,67,81
1,72,75
0,80,87
1,87,99
0,51,90
1,86,87
0,58,95
0,68,94
0,80,96
1,78,83
1,66,66
0,89,97
1,87,89
0,70,77
0,51,67
0,62,85
0,62,95
0,78,88
0,50,65
1,69,71
0,89,97
0,71,86
0,52,78
1,98,99
1,84,85
0,86,97
0,64,87
0,60,89
0,60,91
0,67,86
0,66,95
0,62,97
0,75,97
0,57,72
0,93,98
0,73,93
0,80,97
0,97,99
0,55,82
0,77,79
0,73,96
1,88,94
1,73,89
0,67,91
1,96,97
1,98,98
0,94,96
0,80,98
1,71,78
0,91,99
0,79,92
0,71,84
0,51,71
1,71,86
0,87,93
0,61,87
0,86,98
0,80,93
0,89,96
0,64,81
0,55,58
1,89,94
0,50,93
0,79,99
1,96,99
0,51,60
0,73,88
0,85,86
0,74,95
0,96,99
0,82,95
0,89,94
0,56,77
0,76,78
0,65,78
0,89,96
0,62,76
1,98,98
1,91,98
1,71,82
0,64,68
0,80,97
0,93,99
0,78,99
0,87,95
0,67,71
0,93,95
0,64,71
0,70,93
0,75,83
0,50,52
0,83,98
0,78,80
1,98,99
0,50,72
0,77,81
0,73,93
0,56,65
0,55,91
0,72,88
0,63,92
0,81,91
0,72,93
0,92,98
0,85,92
0,68,83
0,59,97
1,52,53
1,88,92
0,93,96
0,75,87
1,77,77
0,75,93
0,72,98
1,98,98
0,65,76
1,97,97
0,71,94
0,65,99
1,99,99
0,70,99
1,96,97
0,84,93
0,79,92
0,90,98
0,84,99
1,92,95
0,67,93
0,83,96
1,94,95
1,86,87
1,75,76
0,90,93
0,78,98
1,79,80
0,77,95
1,88,90
0,73,84
0,60,75
0,90,99
0,89,97
1,58,78
0,96,99
0,76,86
0,72,94
0,54,65
0,56,77
0,95,99
0,71,94
0,63,86
0,74,85
1,51,51
0,94,98
0,95,99
1,74,74
1,54,66
1,55,55
0,57,96
0,58,91
0,66,68
0,53,56
1,82,85
1,60,87
0,54,61
0,77,95
0,71,96
0,73,80
1,68,71
1,77,77
1,51,52
0,77,87
1,99,99
0,92,99
0,73,93
0,73,84
0,90,94
1,99,99
0,56,76
1,82,91
1,99,99
0,78,91
0,90,92
0,84,95
0,75,77
1,95,95
0,86,88
0,77,93
0,70,88
1,96,97
0,75,80
1,71,86
0,74,82
0,87,96
0,62,99
0,50,84
0,95,98
0,72,96
0,92,97
0,54,69
0,54,63
0,83,86
0,75,88
1,94,98
0,58,97
0,60,85
0,64,71
0,89,98
0,54,90
0,66,85
0,69,78
1,65,67
1,91,92
0,83,87
0,80,98
0,68,71
0,81,99
0,87,92
1,98,98
0,70,95
1,58,68
0,52,61
0,71,73
0,80,97
0,68,96
1,51,51
1,99,99
0,89,99
0,63,90
0,70,83
0,81,99
1,73,78
0,65,80
1,98,99
1,70,78
0,72,91
1,98,98
0,86,97
0,58,97
0,54,58
1,97,99
0,72,74
0,70,90
0,66,74
0,63,90
1,50,57
0,64,85
0,71,74
1,80,82
0,61,91
0,50,87
1,86,86
1,91,91
0,93,94
0,90,97
0,57,86
1,97,98
1,60,83
0,54,99
0,60,94
0,54,64
0,63,79
1,68,68
0,93,98
0,95,99
0,82,96
0,95,98
0,83,96
0,82,84
0,71,87
0,67,79
0,91,97
0,90,94
0,56,95
1,84,90
1,61,65
0,91,99
1,96,98
1,96,97
0,95,96
0,51,87
1,96,96
0,57,97
0,60,89
0,94,97
1,99,99
1,97,97
0,77,87
0,79,98
0,69,96
0,67,77
0,57,84
0,63,90
0,91,95
0,70,93
1,97,99
1,99,99
0,72,75
0,66,87
0,50,70
1,58,59
0,50,63
1,79,92
0,74,82
0,65,92
0,90,93
0,85,97
0,51,84
1,96,98
0,58,87
0,65,80
0,59,74
0,95,97
1,92,94
0,79,94
0,53,57
0,61,94
1,93,97
0,57,97
0,73,84
1,53,53
1,99,99
1,62,63
1,72,72
0,62,74
1,99,99
0,91,96
0,80,99
0,74,86
0,50,66
0,58,89
0,86,98
0,52,72
0,52,81
0,85,94
1,76,83
0,76,94
1,88,89
0,73,83
0,65,89
0,87,93
0,95,97
0,80,99
0,61,93
0,67,90
0,91,93
0,81,83
0,59,85
0,84,93
0,68,90
0,62,79
0,53,85
0,57,64
0,90,98
1,73,73
0,72,88
0,73,80
1,56,84
0,85,92
0,60,64
0,76,87
0,58,72
1,85,89
0,95,98
0,65,83
0,65,94
1,59,62
1,66,67
0,69,71
1,82,85
0,67,71
1,93,93
1,58,58
0,82,92
0,76,94
1,67,67
1,99,99
0,69,76
0,65,74
0,89,91
0,94,96
1,86,89
0,87,99
0,68,74
0,86,96
0,57,74
0,89,95
1,87,87
1,96,99
1,86,94
1,61,61
1,96,97
0,56,62
0,51,87
0,93,99
0,75,81
0,58,86
0,58,88
0,90,96
0,76,92
0,67,72
0,83,93
0,81,82
0,57,86
0,77,85
0,73,87
0,74,82
0,86,93
0,54,99
0,52,87
0,70,76
0,78,82
1,54,57
0,57,99
0,98,99
1,84,98
0,92,95
0,68,72
0,75,77
0,77,80
1,85,98
0,57,69
0,60,92
0,67,78
0,56,65
0,64,75
0,80,98
0,83,94
0,82,98
0,93,94
0,56,63
0,85,92
0,72,96
0,78,89
1,87,98
0,70,83
0,83,94
1,74,93
0,58,73
0,90,96
1,79,79
0,77,83
0,62,89
0,55,99
0,74,82
0,72,76
0,86,96
0,79,98
1,77,90
1,97,98
0,77,94
0,52,65
0,52,96
0,52,95
0,62,69
0,66,95
1,99,99
0,52,55
1,99,99
0,88,96
0,69,96
0,72,76
1,95,97
0,95,97
0,75,83
0,87,98
0,77,82
0,55,69
1,60,60
0,54,95
0,51,93
1,97,98
0,72,84
1,80,81
0,55,81
1,62,67
1,98,99
0,70,88
0,51,96
0,68,76
0,57,72
0,54,56
0,87,99
0,78,81
0,59,85
0,60,90
0,62,96
0,64,70
0,73,87
0,78,96
0,59,96
0,50,61
0,98,99
0,64,72
0,69,82
0,54,62
0,91,98
0,52,81
1,88,96
0,90,93
0,82,97
0,81,98
0,51,66
0,88,98
1,57,80
0,54,68
0,53,78
1,83,93
0,63,65
1,81,89
0,85,92
0,91,97
1,98,98
0,51,64
0,81,89
1,98,98
0,60,86
1,89,90
0,95,97
0,89,95
1,89,96
0,92,96
0,59,87
0,86,97
0,84,89
1,77,77
0,82,90
0,60,70
0,54,68
0,50,89
1,89,89
0,79,99
0,58,64
0,61,71
0,78,84
1,51,51
0,65,89
0,68,72
0,71,90
0,68,90
0,57,65
0,71,80
0,59,65
0,64,82
0,86,95
0,85,90
1,78,81
0,54,99
0,56,99
0,58,90
0,84,96
0,79,85
0,95,98
0,63,94
1,84,90
0,71,99
1,57,60
0,92,97
0,74,84
0,89,99
1,93,96
0,89,92
0,50,94
0,81,93
0,85,98
0,88,94
0,75,81
0,92,98
1,91,93
0,88,98
